"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1340997","08/16/2015 11:39:34 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7181474731026,-74.0014898702356,2015,8
"1341136","08/16/2015 10:56:16 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7329958216998,-73.9864546750994,2015,8
"1341157","08/16/2015 10:49:47 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7329271840597,-73.9862959267487,2015,8
"1341595","08/16/2015 07:37:31 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8081890113008,-73.9388724149324,2015,8
"1341648","08/16/2015 06:39:14 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.752100649988,-73.9776044629099,2015,8
"1342081","08/16/2015 12:05:47 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7684390206216,-73.9890503904378,2015,8
"1342628","08/15/2015 09:50:07 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.808600307322,-73.9434416438676,2015,8
"1342693","08/15/2015 09:29:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7277531828502,-73.9851857409139,2015,8
"1342764","08/15/2015 09:09:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10005","MANHATTAN",40.7071653876761,-74.008353440692,2015,8
"1342853","08/15/2015 08:44:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7781874629519,-73.9821126583425,2015,8
"1342854","08/15/2015 08:44:48 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7774546776707,-73.982499194409,2015,8
"1342866","08/15/2015 08:42:24 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7774876907033,-73.9830082872064,2015,8
"1342897","08/15/2015 08:28:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10014","MANHATTAN",40.7361393532514,-74.0013603698418,2015,8
"1343010","08/15/2015 07:46:48 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10005","MANHATTAN",40.7090235124517,-74.0093924723329,2015,8
"1343021","08/15/2015 07:41:37 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7247533685648,-73.9868748542287,2015,8
"1343079","08/15/2015 07:20:29 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.718114536896,-74.0014177208553,2015,8
"1343177","08/15/2015 06:39:35 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7723438252224,-73.9526861016243,2015,8
"1343280","08/15/2015 06:03:29 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7431098539842,-73.9835367200205,2015,8
"1343298","08/15/2015 05:59:31 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.8061716223391,-73.9652289169567,2015,8
"1343299","08/15/2015 05:58:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10014","MANHATTAN",40.7367595983269,-74.004214659858,2015,8
"1343390","08/15/2015 05:29:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7792505215387,-73.9550245674293,2015,8
"1343392","08/15/2015 05:28:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10128","MANHATTAN",40.7805052046273,-73.9559011474643,2015,8
"1343591","08/15/2015 04:28:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7577350025598,-73.9968596671749,2015,8
"1343623","08/15/2015 04:20:24 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7440795727821,-73.9732801621347,2015,8
"1343644","08/15/2015 04:10:54 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10014","MANHATTAN",40.7296836698196,-74.0026014101756,2015,8
"1343691","08/15/2015 03:57:27 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7357493951095,-73.9930249880178,2015,8
"1343750","08/15/2015 03:40:02 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7697535516452,-73.9545760921004,2015,8
"1343768","08/15/2015 03:35:29 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7423430656314,-73.9775933078808,2015,8
"1343836","08/15/2015 03:18:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7456097499291,-73.9799343990103,2015,8
"1343989","08/15/2015 02:19:48 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.760802739986,-73.9709054611483,2015,8
"1343992","08/15/2015 02:17:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019558603543,-73.9574509222841,2015,8
"1344242","08/15/2015 01:01:38 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7760887831189,-73.9555357936998,2015,8
"1344526","08/15/2015 11:41:40 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10014","MANHATTAN",40.7370257914647,-74.0053657741852,2015,8
"1344528","08/15/2015 11:40:26 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.796018670196,-73.9750145789724,2015,8
"1344562","08/15/2015 11:28:30 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7406572161484,-73.9987081023157,2015,8
"1344573","08/15/2015 11:25:38 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7700733898361,-73.9513988563915,2015,8
"1344886","08/15/2015 09:55:35 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7773317485123,-73.9545095417702,2015,8
"1344934","08/15/2015 09:38:52 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8061716223391,-73.9652289169567,2015,8
"1345035","08/15/2015 09:05:36 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.8089741508858,-73.9445972805897,2015,8
"1345149","08/15/2015 08:22:54 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7580804254499,-73.9897306974283,2015,8
"1345164","08/15/2015 08:18:13 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8035427082248,-73.9453675586559,2015,8
"1345168","08/15/2015 08:17:48 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.803976708084,-73.9460751713481,2015,8
"1345175","08/15/2015 08:15:24 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7198654397053,-74.007774220636,2015,8
"1345181","08/15/2015 08:13:30 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8035823705017,-73.9422719864843,2015,8
"1345182","08/15/2015 08:13:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8035165332602,-73.9423442848101,2015,8
"1345185","08/15/2015 08:12:43 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8035823705017,-73.9422719864843,2015,8
"1345237","08/15/2015 07:48:45 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8061802755767,-73.939636435175,2015,8
"1345274","08/15/2015 07:18:23 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7617559340813,-73.9939102743669,2015,8
"1345296","08/15/2015 06:54:01 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7766694634835,-73.9811093180826,2015,8
"1345521","08/15/2015 01:40:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10065","MANHATTAN",40.7638209145498,-73.9670343213199,2015,8
"1345575","08/15/2015 01:16:01 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10034","MANHATTAN",40.8674364973812,-73.9210584513952,2015,8
"1345979","08/14/2015 11:13:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7492194219506,-73.9819111076847,2015,8
"1346052","08/14/2015 10:45:16 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.718114536896,-74.0014177208553,2015,8
"1346097","08/14/2015 10:31:35 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10005","MANHATTAN",40.7073410309832,-74.0086456174871,2015,8
"1346132","08/14/2015 10:24:39 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7435207937188,-73.9788090800757,2015,8
"1346466","08/14/2015 08:39:01 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8089329939328,-73.9446262136908,2015,8
"1346610","08/14/2015 07:45:32 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.744889303272,-73.9913422921079,2015,8
"1346794","08/14/2015 06:51:47 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7516717365083,-73.9938281834872,2015,8
"1346874","08/14/2015 06:23:29 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.744889303272,-73.9913422921079,2015,8
"1346891","08/14/2015 06:20:19 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7436431258752,-73.9905665589306,2015,8
"1346899","08/14/2015 06:18:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7656988739333,-73.9819391219706,2015,8
"1346911","08/14/2015 06:14:19 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1346935","08/14/2015 06:08:25 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7591997120635,-73.9846192500219,2015,8
"1346995","08/14/2015 05:55:36 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7455095818761,-73.9908910970506,2015,8
"1347038","08/14/2015 05:44:16 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7336112340125,-73.9930576862742,2015,8
"1347286","08/14/2015 04:44:42 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.7559809248696,-73.9927449393469,2015,8
"1347477","08/14/2015 04:02:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7422393234552,-73.9806752054873,2015,8
"1347742","08/14/2015 03:20:43 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7606361190855,-73.9947261769018,2015,8
"1347790","08/14/2015 03:10:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7504614296943,-73.9746779657825,2015,8
"1347795","08/14/2015 03:08:41 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7514827944408,-73.9761718026211,2015,8
"1347912","08/14/2015 02:50:38 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7597884708963,-73.9765442390358,2015,8
"1348068","08/14/2015 02:21:46 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7611603819432,-73.9951087703322,2015,8
"1348718","08/14/2015 12:45:02 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7234718858494,-74.0099392746658,2015,8
"1349036","08/14/2015 12:03:57 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7959720479011,-73.9498630549251,2015,8
"1349433","08/14/2015 11:07:55 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8061716223391,-73.9652289169567,2015,8
"1349617","08/14/2015 10:40:27 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7572323048157,-73.9897921905463,2015,8
"1349647","08/14/2015 10:33:42 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7700733898361,-73.9513988563915,2015,8
"1349819","08/14/2015 10:05:29 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10024","MANHATTAN",40.7833061081744,-73.9803563546061,2015,8
"1350089","08/14/2015 09:25:18 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7234718858494,-74.0099392746658,2015,8
"1350163","08/14/2015 09:13:26 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7664937138269,-73.9569573404276,2015,8
"1350291","08/14/2015 08:51:42 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7394110334827,-74.00409213568,2015,8
"1350346","08/14/2015 08:38:17 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7611603819432,-73.9951087703322,2015,8
"1350354","08/14/2015 08:37:32 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10010","MANHATTAN",40.7404284188439,-73.9848978400306,2015,8
"1350374","08/14/2015 08:33:44 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10009","MANHATTAN",40.7252806011663,-73.9726274683797,2015,8
"1350421","08/14/2015 08:19:30 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10009","MANHATTAN",40.7289398430068,-73.9747330480415,2015,8
"1350429","08/14/2015 08:16:13 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7723438252224,-73.9526861016243,2015,8
"1350444","08/14/2015 08:12:57 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7572268153261,-73.9897921913875,2015,8
"1350445","08/14/2015 08:12:21 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7583000847309,-73.9731769982134,2015,8
"1350498","08/14/2015 07:56:20 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7499901555034,-73.978745666483,2015,8
"1350569","08/14/2015 07:31:51 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10065","MANHATTAN",40.7662396296574,-73.9602318102716,2015,8
"1350570","08/14/2015 07:31:40 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8050023912795,-73.938882565681,2015,8
"1350631","08/14/2015 06:55:16 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10002","MANHATTAN",40.7170134675862,-73.9900580810746,2015,8
"1350690","08/14/2015 06:13:51 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.7948337606288,-73.9216971182047,2015,8
"1350694","08/14/2015 06:08:40 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7458376504211,-73.9804359721186,2015,8
"1350794","08/14/2015 02:24:55 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10038","MANHATTAN",40.7082660467035,-74.0082309440472,2015,8
"1350811","08/14/2015 02:02:16 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7552391056476,-73.9850785637601,2015,8
"1350935","08/14/2015 12:30:03 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.736630669478,-73.9992277949794,2015,8
"1351374","08/13/2015 10:39:54 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7492194219506,-73.9819111076847,2015,8
"1351384","08/13/2015 10:37:20 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.7953157090641,-73.9329756307941,2015,8
"1351513","08/13/2015 09:54:32 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7609325422821,-73.9945312268638,2015,8
"1351753","08/13/2015 08:42:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1351787","08/13/2015 08:32:24 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7529991680592,-73.9698874314526,2015,8
"1351909","08/13/2015 07:54:35 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7171939533851,-73.9841022657849,2015,8
"1352128","08/13/2015 07:12:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8088534247269,-73.9446840775046,2015,8
"1352188","08/13/2015 06:55:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7535538274523,-73.9850464570987,2015,8
"1352345","08/13/2015 06:15:11 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.8057361536316,-73.9406446366896,2015,8
"1352352","08/13/2015 06:13:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7453311853296,-73.9910463043972,2015,8
"1352425","08/13/2015 06:00:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7506589474008,-73.9742086953917,2015,8
"1352527","08/13/2015 05:37:59 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7588901195286,-73.9896692087042,2015,8
"1352576","08/13/2015 05:28:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7677794296714,-73.9822093169327,2015,8
"1352653","08/13/2015 05:05:56 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7440795727821,-73.9732801621347,2015,8
"1353162","08/13/2015 03:41:10 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7662862343703,-73.9818487116524,2015,8
"1353206","08/13/2015 03:33:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10021","MANHATTAN",40.7716305651402,-73.961008422617,2015,8
"1353670","08/13/2015 02:25:58 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7469395092897,-73.9898515115355,2015,8
"1353843","08/13/2015 02:02:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7433193884786,-73.9925153551283,2015,8
"1354146","08/13/2015 01:20:47 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7748437892817,-73.978679965836,2015,8
"1354151","08/13/2015 01:20:28 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7534669083531,-73.9745901989795,2015,8
"1354191","08/13/2015 01:16:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7522511719677,-73.975449671582,2015,8
"1354200","08/13/2015 01:14:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10001","MANHATTAN",40.7493578446491,-73.9926409960395,2015,8
"1354201","08/13/2015 01:14:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7515870445479,-73.9759299459185,2015,8
"1354221","08/13/2015 01:11:34 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.751861752639,-73.9770739820293,2015,8
"1354225","08/13/2015 01:10:40 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7521363582801,-73.977741603344,2015,8
"1354285","08/13/2015 12:59:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7473391496212,-73.9811645521649,2015,8
"1354390","08/13/2015 12:38:50 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7186327297199,-73.9884885943116,2015,8
"1354414","08/13/2015 12:34:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7656988739333,-73.9819391219706,2015,8
"1354676","08/13/2015 11:52:17 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7432279618244,-73.9841321415241,2015,8
"1355337","08/13/2015 10:43:25 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10022","MANHATTAN",40.758949399915,-73.9684805899313,2015,8
"1355498","08/13/2015 10:24:45 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7500226937655,-73.9766848256313,2015,8
"1355915","08/13/2015 09:23:09 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.744889303272,-73.9913422921079,2015,8
"1356157","08/13/2015 08:37:04 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10024","MANHATTAN",40.7888152263655,-73.9697123366829,2015,8
"1356230","08/13/2015 08:14:51 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7446149353846,-73.9929085760993,2015,8
"1356361","08/13/2015 07:38:32 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8015688580081,-73.9574620055256,2015,8
"1356561","08/13/2015 05:57:29 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.7991707439035,-73.9524286535664,2015,8
"1357036","08/12/2015 11:36:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7412705041724,-73.9811446156787,2015,8
"1357222","08/12/2015 10:24:50 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",NA,NA,2015,8
"1357296","08/12/2015 10:05:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1357351","08/12/2015 09:48:46 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7796020396712,-73.9555190046422,2015,8
"1357509","08/12/2015 09:04:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7652981591752,-73.9820511402611,2015,8
"1357893","08/12/2015 07:13:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7748004715986,-73.9822038306991,2015,8
"1358036","08/12/2015 06:41:01 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7329279994733,-74.000064948215,2015,8
"1358098","08/12/2015 06:22:40 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7929327616985,-73.9479006949123,2015,8
"1358105","08/12/2015 06:20:42 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7946510492378,-73.9717827284026,2015,8
"1358146","08/12/2015 06:14:23 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10038","MANHATTAN",40.7106456780841,-74.0092592408718,2015,8
"1358202","08/12/2015 06:01:16 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7452557861613,-73.9805696723583,2015,8
"1358225","08/12/2015 05:54:46 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10005","MANHATTAN",40.7063940176839,-74.0095291601633,2015,8
"1358317","08/12/2015 05:31:01 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10065","MANHATTAN",40.7628049614229,-73.9656702997342,2015,8
"1358693","08/12/2015 04:24:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7611603819432,-73.9951087703322,2015,8
"1358711","08/12/2015 04:21:07 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7278497360498,-73.9896379411503,2015,8
"1359055","08/12/2015 03:26:48 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7706943350626,-73.9821543840328,2015,8
"1359304","08/12/2015 02:58:56 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10023","MANHATTAN",40.7748004715986,-73.9822038306991,2015,8
"1359407","08/12/2015 02:46:19 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10002","MANHATTAN",40.7168049877314,-73.9915876333818,2015,8
"1359575","08/12/2015 02:25:05 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7440795727821,-73.9732801621347,2015,8
"1359622","08/12/2015 02:20:15 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7196677916086,-73.9918578357574,2015,8
"1359749","08/12/2015 02:04:26 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7753658808204,-73.9821603531928,2015,8
"1359811","08/12/2015 01:53:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8061716223391,-73.9652289169567,2015,8
"1360233","08/12/2015 12:54:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7439113277303,-73.9835834367467,2015,8
"1360273","08/12/2015 12:47:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10002","MANHATTAN",40.7127671685641,-73.9884138573051,2015,8
"1361508","08/12/2015 10:04:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10024","MANHATTAN",40.7893847907806,-73.9756382111311,2015,8
"1361589","08/12/2015 09:55:16 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7580779630591,-73.9936435004799,2015,8
